lon,lat
-94.6826961,29.7730001
-51.1299642,-29.9948421
122.740723,11.3155974
-113.4909267,53.544389
-82.7034334,27.7483613
-82.7637127,28.0780718
-82.4614831,28.1511243
-117.1610838,32.715738
-74.0059728,40.7127753
-95.3698028,29.7604267
-98.4842465,39.011902
-111.8314724,33.4151843
-98.4842465,39.011902
-96.6783449,34.774531
-82.1400923,29.1871986
-85.6680863,42.9633599
-87.9064736,43.0389025
-104.8202462,41.1399814
-122.4194155,37.7749295
-115.1398296,36.1699412
-74.0059728,40.7127753
-93.2009998,44.9374831
-85.8396979,35.2400807
-98.2300124,26.2034071
-118.2436849,34.0522342
-54.6103488,48.954408
-97.6385368,35.5587725
-121.4943996,38.5815719
-99.9018131,31.9685988
-97.5164276,35.4675602
-112.0740373,33.4483771
-81.3792365,28.5383355
-82.5131717,28.0544223
-86.158068,39.768403
-97.7625441,35.5067215
-85.6023643,44.3148443
-75.6342521,40.0784461
-95.712891,37.09024
-96.7969879,32.7766642
-91.8318334,35.20105
-80.3144276,43.3616211
-99.9018131,31.9685988
-74.0059728,40.7127753
-81.9498042,28.0394654
-82.7567679,28.1461248
-82.8001026,27.9658533
-82.3892596,28.0352964
-82.6402915,27.7676008
-118.2436849,34.0522342
-79.3831843,43.653226
-73.8648268,40.8447819
-95.712891,37.09024
-79.0192997,35.7595731
-122.3320708,47.6062095
-85.8199271,40.7836981
-82.2859247,27.937801
-99.9018131,31.9685988
-78.6381787,35.7795897
-87.6297982,41.8781136
-116.6873596,43.6629384
-97.6642087,38.3708415
-106.346771,56.130366
-97.7430608,30.267153
-119.4179324,36.778261
-95.9979883,41.2523634
-80.4549026,38.5976262
133.775136,-25.274398
-4.2026458,56.4906712
-88.7033859,34.2576066
-79.0192997,35.7595731
-70.9494938,42.466763
-95.712891,37.09024
-117.1610838,32.715738
-86.1349019,40.2671941
-81.5157535,27.6648274
-85.7584557,38.2526647
-81.1831513,34.0859829
-75.6971931,45.4215296
-74.0059728,40.7127753
-89.7811745,30.2751945
-118.1164613,34.5794343
-99.9018131,31.9685988
-63.5752387,44.6487635
-95.712891,37.09024
-117.9149891,33.6337189
-87.6297982,41.8781136
-99.9018131,31.9685988
-117.6581562,33.5968913
-97.092877,35.0077519
-93.6091064,41.6005448
-81.0348144,34.0007104
-99.9018131,31.9685988
-96.7969879,32.7766642
-112.0740373,33.4483771
-86.5804473,35.5174913
-74.0059728,40.7127753
-122.3320708,47.6062095
-93.7321228,32.5159852
-122.2852473,37.831316
-76.417596,37.759985
-74.0059728,40.7127753
-86.902298,32.3182314
-80.1625463,25.9331488
-98.1128223,32.8084605
-122.3320708,47.6062095
-123.1207375,49.2827291
-94.658108,39.022807
-87.6297982,41.8781136
-74.0059728,40.7127753
-120.5542012,43.8041334
-116.2146068,43.6187102
-122.0355736,47.6162683
-122.1865055,47.1770457
-122.5801293,47.329264
-122.3456972,47.7559659
-122.2928974,47.1853785
-122.2059833,47.6768927
-122.2015159,47.6101497
-122.1634581,47.7542651
-121.9915003,47.2042681
-122.2170661,47.4828776
-86.158068,39.768403
-91.314535,40.6297634
-88.0322428,45.8322573
-73.730157,40.665253
-90.0715323,29.9510658
10.2118019,45.5415526
-95.712891,37.09024
-122.4194155,37.7749295
-122.203897,48.005977
-96.6786131,34.2362054
-113.4909267,53.544389
-95.712891,37.09024
-97.9908366,26.1595194
-105.7820674,39.5500507
-122.2220674,47.5706548
-120.7401385,47.7510741
144.516667,-38.25
-100.0170787,37.7527982
-95.370026,35.7475692
-81.5157535,27.6648274
-84.2171424,33.8545479
174.885971,-40.900557
-97.7430608,30.267153
142.7027956,-20.9175738
-95.712891,37.09024
-118.2436849,34.0522342
-86.158068,39.768403
-85.6102507,42.2837336
-79.0192997,35.7595731
-74.1502007,40.5795317
-113.4909267,53.544389
-99.9018131,31.9685988
-77.1945247,41.2033216
-121.2880059,38.7521235
-76.952981,38.8693427
-79.6876659,43.467517
-82.9000751,32.1656221
-70.8226541,43.9653889
-87.6297982,41.8781136
-74.2295891,40.41483
-82.907123,40.4172871
-77.1945247,41.2033216
-81.1637245,33.836081
-74.0059728,40.7127753
-77.0469214,38.8048355
-83.7430378,42.2808256
-104.990251,39.7392358
-84.2700179,37.8393332
-77.3832315,44.1627589
-73.8243474,42.6858882
-81.7831674,32.4487876
-71.2079809,46.8138783
-72.9223431,41.3163244
-97.7430608,30.267153
-95.7333175,37.8811472
-85.7584557,38.2526647
-84.2700179,37.8393332
-117.1610966,32.7157305
-97.092877,35.0077519
-86.158068,39.768403
-95.3698028,29.7604267
-118.3286614,34.0928092
-87.6297982,41.8781136
-113.4909267,53.544389
-99.7331439,32.4487364
-72.8684565,41.2841687
-105.8700901,34.5199402
12.354722,7.369722
-78.458708,38.253749
-82.4571776,27.950575
-95.712891,37.09024
-99.9018131,31.9685988
-88.998673,34.2478831
-119.4179324,36.778261
-74.0059728,40.7127753
114.109497,22.396428
